#id: 333
#name: H.sapiens - Testis (Integrated)
#score: 22.54
#weight: 
#description: integrated dataset: weighted average of all H.sapiens TESTIS datasets<br/><b>Interaction consistency score</b>: 22.54&nbsp<b>Coverage</b>: 58
#organ: TESTIS
#integrated : true
#coverage: 58
#publication_year: 2017
#filename: 9606-TESTIS-integrated.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	82.4
1860601	9606.ENSP00000406407	14.7
1848008	9606.ENSP00000298942	68.4
1859503	9606.ENSP00000390621	6.83
1853137	9606.ENSP00000347170	0.136
1854128	9606.ENSP00000354487	0.012
1858345	9606.ENSP00000379228	0.117
1859401	9606.ENSP00000389103	1386
1845638	9606.ENSP00000264895	0.613
1844875	9606.ENSP00000261254	0.109
1857328	9606.ENSP00000370443	0.056
1843350	9606.ENSP00000233535	9.89
1845766	9606.ENSP00000265529	1.5
1851357	9606.ENSP00000331544	98.9
1861684	9606.ENSP00000426528	0.019
1847788	9606.ENSP00000296785	1.89
1860688	9606.ENSP00000407818	1.02
1856373	9606.ENSP00000364912	1.08
1844022	9606.ENSP00000250825	16.0
1849874	9606.ENSP00000316482	0.088
1860549	9606.ENSP00000405700	0.057
1842802	9606.ENSP00000220809	0.129
1852023	9606.ENSP00000337641	34.6
1848955	9606.ENSP00000307423	5.91
1851354	9606.ENSP00000331514	3660
1842178	9606.ENSP00000013807	5.71
1853007	9606.ENSP00000346045	434
1846595	9606.ENSP00000278856	5.3
1854397	9606.ENSP00000355518	380
1851289	9606.ENSP00000330836	168
1860999	9606.ENSP00000413001	0.008
1852583	9606.ENSP00000342343	4.67
1856267	9606.ENSP00000364405	0.032
1847162	9606.ENSP00000289292	1.65
1854583	9606.ENSP00000356375	0.02
1853222	9606.ENSP00000347836	128
1843731	9606.ENSP00000244661	754
1845897	9606.ENSP00000266718	912
1844909	9606.ENSP00000261434	4.37
1856190	9606.ENSP00000363985	0.091
1849513	9606.ENSP00000312277	0.052
1852965	9606.ENSP00000345716	0.392
1855394	9606.ENSP00000360104	3.54
1853600	9606.ENSP00000350491	3.76
1845620	9606.ENSP00000264779	0.92
1848820	9606.ENSP00000306223	126
1858580	9606.ENSP00000381240	1.09
1849374	9606.ENSP00000311030	0.02
1846450	9606.ENSP00000275605	58.7
1842626	9606.ENSP00000216840	36.1
1851892	9606.ENSP00000336528	0.112
1846044	9606.ENSP00000268793	20.2
1861438	9606.ENSP00000419751	5.75
1851944	9606.ENSP00000336923	6.45
1855542	9606.ENSP00000360811	0.039
1854238	9606.ENSP00000354869	9.94
1849453	9606.ENSP00000311695	0.501
1856074	9606.ENSP00000363377	16.6
1852286	9606.ENSP00000340088	0.61
1843354	9606.ENSP00000233596	504
1854828	9606.ENSP00000357583	13.2
1850062	9606.ENSP00000318629	18.4
1848973	9606.ENSP00000307599	0.302
1863055	9606.ENSP00000456548	0.047
1852634	9606.ENSP00000342858	277
1855111	9606.ENSP00000358820	0.054
1861793	9606.ENSP00000429430	0.004
1846197	9606.ENSP00000271450	1.6
1857360	9606.ENSP00000370710	0.035
1857507	9606.ENSP00000371734	2.8
1861786	9606.ENSP00000429301	426
1850443	9606.ENSP00000322373	5.44
1859018	9606.ENSP00000385142	0.702
1844638	9606.ENSP00000258787	0.331
1846649	9606.ENSP00000280082	0.174
1858158	9606.ENSP00000377640	900
1853986	9606.ENSP00000353472	6.06
1854481	9606.ENSP00000355923	0.069
1861067	9606.ENSP00000414208	4.13
1853756	9606.ENSP00000351697	0.058
1846147	9606.ENSP00000270328	0.031
1852186	9606.ENSP00000339191	349
1849409	9606.ENSP00000311344	47.2
1844668	9606.ENSP00000259199	3.08
1853061	9606.ENSP00000346534	0.054
1853354	9606.ENSP00000348815	1.04
1858536	9606.ENSP00000380982	14.1
1852432	9606.ENSP00000341237	1.41
1848336	9606.ENSP00000301776	50.8
1847517	9606.ENSP00000294973	30.6
1851797	9606.ENSP00000335040	0.644
1859860	9606.ENSP00000395340	0.87
1856668	9606.ENSP00000366563	2.69
1850267	9606.ENSP00000320646	38.3
1845671	9606.ENSP00000265029	3.06
1858896	9606.ENSP00000384048	0.669
1851891	9606.ENSP00000336524	0.222
1845020	9606.ENSP00000261890	251
1848325	9606.ENSP00000301717	0.079
1843673	9606.ENSP00000243563	274
1856985	9606.ENSP00000368439	16.9
1855149	9606.ENSP00000358997	2.19
1852233	9606.ENSP00000339613	30.9
1843455	9606.ENSP00000237289	0.675
1846136	9606.ENSP00000270202	53.0
1859166	9606.ENSP00000386444	0.37
1857120	9606.ENSP00000369292	6.65
1853928	9606.ENSP00000353007	1.23
1850791	9606.ENSP00000326022	18.3
1860721	9606.ENSP00000408464	2.42
1853466	9606.ENSP00000349594	16.5
1845855	9606.ENSP00000266085	46.8
1845007	9606.ENSP00000261854	2.15
1848472	9606.ENSP00000302935	0.024
1845863	9606.ENSP00000266263	6.96
1861063	9606.ENSP00000414144	0.036
1857349	9606.ENSP00000370607	0.426
1850032	9606.ENSP00000318264	0.014
1843392	9606.ENSP00000234296	11.9
1850510	9606.ENSP00000323071	2.04
1851999	9606.ENSP00000337445	23.8
1856600	9606.ENSP00000366246	47.7
1844628	9606.ENSP00000258729	66.7
1853731	9606.ENSP00000351552	14.1
1845219	9606.ENSP00000262812	304
1842801	9606.ENSP00000220772	83.6
1861242	9606.ENSP00000416706	333
1855937	9606.ENSP00000362656	15.0
1854192	9606.ENSP00000354687	25.8
1859070	9606.ENSP00000385814	4.82
1847818	9606.ENSP00000297056	4.85
1850492	9606.ENSP00000322898	0.693
1857556	9606.ENSP00000372124	6.13
1847866	9606.ENSP00000297431	10.9
1858893	9606.ENSP00000384018	1.9
1862288	9606.ENSP00000445162	8.63
1854062	9606.ENSP00000354003	7.55
1861895	9606.ENSP00000431971	8.8
1846766	9606.ENSP00000282058	1.97
1843040	9606.ENSP00000225655	1704
1857133	9606.ENSP00000369349	4.47
1851405	9606.ENSP00000331879	1.1
1859019	9606.ENSP00000385143	0.013
1856140	9606.ENSP00000363676	328
1844941	9606.ENSP00000261588	0.033
1844023	9606.ENSP00000250831	5.5
1861633	9606.ENSP00000424707	39.2
1855990	9606.ENSP00000362924	1016
1854487	9606.ENSP00000355938	0.018
1845031	9606.ENSP00000261944	0.046
1846175	9606.ENSP00000270776	424
1856727	9606.ENSP00000366901	2.76
1842454	9606.ENSP00000209873	12.2
1843887	9606.ENSP00000247977	2.6
1854384	9606.ENSP00000355465	7.59
1854942	9606.ENSP00000358060	26.2
1849266	9606.ENSP00000310170	1.17
1861822	9606.ENSP00000430128	61.8
1851518	9606.ENSP00000332788	1.06
1843220	9606.ENSP00000229769	0.231
1851424	9606.ENSP00000332062	0.228
1862000	9606.ENSP00000435352	2.27
1857161	9606.ENSP00000369465	8.24
1845416	9606.ENSP00000263798	10.8
1849060	9606.ENSP00000308344	50.6
1845171	9606.ENSP00000262554	61.3
1850425	9606.ENSP00000322218	0.729
1847450	9606.ENSP00000293883	1.81
1863004	9606.ENSP00000455908	0.105
1861258	9606.ENSP00000417038	2.59
1849070	9606.ENSP00000308450	0.999
1845637	9606.ENSP00000264893	305
1855258	9606.ENSP00000359485	0.844
1850049	9606.ENSP00000318423	0.016
1842490	9606.ENSP00000215570	85.9
1858198	9606.ENSP00000377954	154
1856362	9606.ENSP00000364855	0.002
1859497	9606.ENSP00000390478	1.63
1859190	9606.ENSP00000386657	0.463
1847078	9606.ENSP00000287647	1.88
1847224	9606.ENSP00000290349	663
1843926	9606.ENSP00000248701	31.8
1860202	9606.ENSP00000400101	106
1854893	9606.ENSP00000357823	27.2
1852594	9606.ENSP00000342434	39.6
1862145	9606.ENSP00000440243	0.044
1860564	9606.ENSP00000405950	0.103
1860778	9606.ENSP00000409279	11.1
1844463	9606.ENSP00000256720	25.3
1844906	9606.ENSP00000261413	44.2
1848533	9606.ENSP00000303468	0.022
1853866	9606.ENSP00000352565	2.9
1847652	9606.ENSP00000295962	21.8
1855584	9606.ENSP00000361010	0.182
1843164	9606.ENSP00000228841	63.3
1843933	9606.ENSP00000248933	0.703
1863927	9606.ENSP00000465845	1.36
1854782	9606.ENSP00000357323	0.444
1857517	9606.ENSP00000371811	19.2
1862019	9606.ENSP00000436005	54.9
1848149	9606.ENSP00000300147	0.003
