#id: 361
#name: H.sapiens - Pancreas (Integrated)
#score: 16.85
#weight: 
#description: integrated dataset: weighted average of all H.sapiens PANCREAS datasets<br/><b>Interaction consistency score</b>: 16.85&nbsp<b>Coverage</b>: 44
#organ: PANCREAS
#integrated : true
#coverage: 44
#publication_year: 2017
#filename: 9606-PANCREAS-integrated.txt
#
#internal_id	string_external_id	abundance
1845522	9606.ENSP00000264316	0.023
1849439	9606.ENSP00000311545	0.351
1846043	9606.ENSP00000268766	5.54
1848483	9606.ENSP00000303057	117
1848408	9606.ENSP00000302476	2.18
1849814	9606.ENSP00000315731	0.149
1848008	9606.ENSP00000298942	66.0
1859515	9606.ENSP00000390750	17.2
1854401	9606.ENSP00000355536	18.4
1859255	9606.ENSP00000387262	208
1843727	9606.ENSP00000244576	0.189
1861739	9606.ENSP00000428316	4.93
1845214	9606.ENSP00000262776	88.6
1858580	9606.ENSP00000381240	0.072
1849374	9606.ENSP00000311030	0.526
1844030	9606.ENSP00000250971	296
1845638	9606.ENSP00000264895	11.1
1852518	9606.ENSP00000341885	347
1845250	9606.ENSP00000262948	134
1845766	9606.ENSP00000265529	0.52
1851357	9606.ENSP00000331544	431
1852330	9606.ENSP00000340474	0.166
1847788	9606.ENSP00000296785	3.91
1856306	9606.ENSP00000364620	0.031
1849473	9606.ENSP00000311876	175
1861872	9606.ENSP00000431376	12.1
1860688	9606.ENSP00000407818	1.6
1861640	9606.ENSP00000424838	1.82
1854434	9606.ENSP00000355672	64.4
1849947	9606.ENSP00000317310	0.117
1849874	9606.ENSP00000316482	58.2
1842802	9606.ENSP00000220809	5.09
1842898	9606.ENSP00000222256	26.0
1852023	9606.ENSP00000337641	16.7
1848955	9606.ENSP00000307423	12.0
1851354	9606.ENSP00000331514	3067
1850439	9606.ENSP00000322323	0.171
1854214	9606.ENSP00000354774	48.6
1861677	9606.ENSP00000426159	3.71
1847844	9606.ENSP00000297267	0.327
1842608	9606.ENSP00000216500	156
1859702	9606.ENSP00000393241	876
1855674	9606.ENSP00000361483	10.3
1848351	9606.ENSP00000301920	3.43
1843016	9606.ENSP00000225371	3.45
1854397	9606.ENSP00000355518	249
1842120	9606.ENSP00000003302	1.11
1857946	9606.ENSP00000375629	1.47
1849495	9606.ENSP00000312122	176
1845950	9606.ENSP00000267502	7.59
1856652	9606.ENSP00000366488	10.2
1852583	9606.ENSP00000342343	14.0
1862217	9606.ENSP00000442365	71.1
1857007	9606.ENSP00000368605	57.3
1854822	9606.ENSP00000357555	256
