#id: 175
#name: H.sapiens - Cell line, Jurkat (Geiger,MCP,2012)
#score: 18.03
#weight: 100%
#description: abundance based on MAPPED_BY_AUTHORS, Jurkat, from<a href="http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050" target="_blank">Geiger,MCP,2012</a><br/><b>Interaction consistency score</b>: 18.03&nbsp<b>Coverage</b>: 45
#organ: CELL_LINE
#integrated: false
#coverage: 45
#publication_year: 2012
#filename: 9606-iBAQ_Jurkat_Geiger_2012_uniprot.txt
#
#internal_id	string_external_id	abundance
1848903	9606.ENSP00000306999	48.8
1851811	9606.ENSP00000335106	151
1860688	9606.ENSP00000407818	52.5
1853051	9606.ENSP00000346437	158
1863607	9606.ENSP00000461388	78.9
1854401	9606.ENSP00000355536	94.8
1859255	9606.ENSP00000387262	212
1843727	9606.ENSP00000244576	0
1858088	9606.ENSP00000376957	0
1859730	9606.ENSP00000393571	50.5
1845214	9606.ENSP00000262776	173
1854128	9606.ENSP00000354487	51.8
1844512	9606.ENSP00000257548	149
1845638	9606.ENSP00000264895	41.3
1863089	9606.ENSP00000457016	52.7
1852518	9606.ENSP00000341885	234
1843282	9606.ENSP00000231198	110
1843350	9606.ENSP00000233535	52.2
1845766	9606.ENSP00000265529	0
1856469	9606.ENSP00000365443	0
1849473	9606.ENSP00000311876	214
1861872	9606.ENSP00000431376	168
1848483	9606.ENSP00000303057	0
1861640	9606.ENSP00000424838	0
1843581	9606.ENSP00000240874	38.3
1851123	9606.ENSP00000329212	90.9
1849874	9606.ENSP00000316482	0
1859060	9606.ENSP00000385720	140
1842898	9606.ENSP00000222256	53.3
1852023	9606.ENSP00000337641	171
1848955	9606.ENSP00000307423	169
1851354	9606.ENSP00000331514	68.0
1854214	9606.ENSP00000354774	0
1853007	9606.ENSP00000346045	113
1842608	9606.ENSP00000216500	201
1858123	9606.ENSP00000377374	216
1855674	9606.ENSP00000361483	25.9
1848351	9606.ENSP00000301920	0
1858741	9606.ENSP00000382511	0
1846600	9606.ENSP00000278903	107
1854397	9606.ENSP00000355518	216
1845807	9606.ENSP00000265801	50.2
1850504	9606.ENSP00000323036	0
1857007	9606.ENSP00000368605	0
1854822	9606.ENSP00000357555	261
1844085	9606.ENSP00000251810	0
1844676	9606.ENSP00000259239	178
1857061	9606.ENSP00000368924	41.5
1855226	9606.ENSP00000359368	101
1855673	9606.ENSP00000361475	80.5
1843986	9606.ENSP00000250024	86.8
1853137	9606.ENSP00000347170	0
1850867	9606.ENSP00000326804	170
1853222	9606.ENSP00000347836	123
1843731	9606.ENSP00000244661	14.6
1855958	9606.ENSP00000362751	174
1856017	9606.ENSP00000363041	218
1859250	9606.ENSP00000387219	115
1844909	9606.ENSP00000261434	52.8
1849513	9606.ENSP00000312277	36.2
1846199	9606.ENSP00000271526	57.4
1857035	9606.ENSP00000368767	55.1
1855394	9606.ENSP00000360104	0
1847771	9606.ENSP00000296666	196
1845620	9606.ENSP00000264779	49.0
1848820	9606.ENSP00000306223	157
1857333	9606.ENSP00000370503	154
1851283	9606.ENSP00000330753	39.1
1853770	9606.ENSP00000351811	200
1846450	9606.ENSP00000275605	200
1842626	9606.ENSP00000216840	187
1851541	9606.ENSP00000333012	60.5
1845605	9606.ENSP00000264714	207
1855708	9606.ENSP00000361640	189
1851944	9606.ENSP00000336923	47.2
1860763	9606.ENSP00000409126	159
1848850	9606.ENSP00000306496	151
1862253	9606.ENSP00000443459	377
1855873	9606.ENSP00000362387	103
1845278	9606.ENSP00000263083	49.2
1854238	9606.ENSP00000354869	56.2
1858246	9606.ENSP00000378360	190
1856857	9606.ENSP00000367623	184
1853021	9606.ENSP00000346148	192
1856074	9606.ENSP00000363377	15.3
1853582	9606.ENSP00000350359	0
1842199	9606.ENSP00000029410	54.2
1851103	9606.ENSP00000329033	0
1855723	9606.ENSP00000361707	0
1845767	9606.ENSP00000265537	166
1856125	9606.ENSP00000363603	171
1854828	9606.ENSP00000357583	48.4
1855835	9606.ENSP00000362208	129
1850062	9606.ENSP00000318629	46.3
1845373	9606.ENSP00000263593	97.6
1863055	9606.ENSP00000456548	0
1846628	9606.ENSP00000279281	165
1850705	9606.ENSP00000325038	19.1
1861793	9606.ENSP00000429430	36.4
