#id: 455
#name: H.sapiens - Cell line, Hela, IBAQ normalized (Nagaraj,MSB,2011)
#score: 6.15
#weight: 100%
#description: abundance based on IBAQ_normalized, hela, from<a href="http://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22068331&retmode=ref&cmd=prlinks" target="_blank">Nagaraj,MSB,2011</a><br/><b>Interaction consistency score</b>: 6.15&nbsp<b>Coverage</b>: 36
#organ: CELL_LINE
#integrated: false
#coverage: 36
#publication_year: 2011
#filename: 9606-hela_Nagaraj_2011_iBAQ.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	158
1855758	9606.ENSP00000361882	131
1848008	9606.ENSP00000298942	123
1854401	9606.ENSP00000355536	125
1859255	9606.ENSP00000387262	121
1849725	9606.ENSP00000314649	130
1849362	9606.ENSP00000310891	122
1859730	9606.ENSP00000393571	125
1845214	9606.ENSP00000262776	150
1854128	9606.ENSP00000354487	87.0
1844512	9606.ENSP00000257548	112
1845638	9606.ENSP00000264895	103
1863089	9606.ENSP00000457016	144
1852518	9606.ENSP00000341885	175
1849473	9606.ENSP00000311876	157
1842742	9606.ENSP00000219315	99.4
1846204	9606.ENSP00000271628	70.6
1843581	9606.ENSP00000240874	87.0
1851123	9606.ENSP00000329212	133
1852226	9606.ENSP00000339521	165
1860549	9606.ENSP00000405700	45.9
1850250	9606.ENSP00000320488	147
1842898	9606.ENSP00000222256	132
1852023	9606.ENSP00000337641	131
1848955	9606.ENSP00000307423	125
1851354	9606.ENSP00000331514	30.5
1854214	9606.ENSP00000354774	117
1853007	9606.ENSP00000346045	88.9
1842608	9606.ENSP00000216500	142
1859702	9606.ENSP00000393241	30.1
1848351	9606.ENSP00000301920	129
1843745	9606.ENSP00000245046	153
1846600	9606.ENSP00000278903	118
1854397	9606.ENSP00000355518	159
1842120	9606.ENSP00000003302	123
1849495	9606.ENSP00000312122	158
1849155	9606.ENSP00000309181	108
1857007	9606.ENSP00000368605	147
1854822	9606.ENSP00000357555	81.2
1844584	9606.ENSP00000258281	120
1857061	9606.ENSP00000368924	120
1855226	9606.ENSP00000359368	108
1855673	9606.ENSP00000361475	74.2
1843986	9606.ENSP00000250024	108
1854583	9606.ENSP00000356375	93.1
1850867	9606.ENSP00000326804	128
1853222	9606.ENSP00000347836	161
1843731	9606.ENSP00000244661	23.3
1855958	9606.ENSP00000362751	137
1845897	9606.ENSP00000266718	107
1842927	9606.ENSP00000222572	134
1849513	9606.ENSP00000312277	93.1
1846199	9606.ENSP00000271526	140
1857035	9606.ENSP00000368767	149
1857427	9606.ENSP00000371155	130
1847771	9606.ENSP00000296666	155
1845620	9606.ENSP00000264779	119
1848820	9606.ENSP00000306223	155
1851283	9606.ENSP00000330753	85.2
1853770	9606.ENSP00000351811	136
1846450	9606.ENSP00000275605	160
1842626	9606.ENSP00000216840	128
1845605	9606.ENSP00000264714	154
1844946	9606.ENSP00000261597	129
1851944	9606.ENSP00000336923	84.5
1848850	9606.ENSP00000306496	128
1848766	9606.ENSP00000305725	102
1862253	9606.ENSP00000443459	124
1845278	9606.ENSP00000263083	126
1856857	9606.ENSP00000367623	141
1853021	9606.ENSP00000346148	144
1853582	9606.ENSP00000350359	120
1842199	9606.ENSP00000029410	107
1855723	9606.ENSP00000361707	153
1847099	9606.ENSP00000287996	120
1854828	9606.ENSP00000357583	132
1855835	9606.ENSP00000362208	148
1850062	9606.ENSP00000318629	122
1846694	9606.ENSP00000280904	115
1846628	9606.ENSP00000279281	122
1859549	9606.ENSP00000391266	184
1864854	9606.ENSP00000472847	120
1843363	9606.ENSP00000233710	92.6
1848974	9606.ENSP00000307604	99.1
1857507	9606.ENSP00000371734	117
1861786	9606.ENSP00000429301	172
1846734	9606.ENSP00000281543	108
1850443	9606.ENSP00000322373	122
1849964	9606.ENSP00000317473	146
1858158	9606.ENSP00000377640	180
1855180	9606.ENSP00000359131	120
1856657	9606.ENSP00000366513	105
1861067	9606.ENSP00000414208	36.4
1843376	9606.ENSP00000233954	129
1852267	9606.ENSP00000339881	112
1847187	9606.ENSP00000289779	136
1843701	9606.ENSP00000244137	131
1852186	9606.ENSP00000339191	154
1857357	9606.ENSP00000370671	117
1854301	9606.ENSP00000355114	115
1849409	9606.ENSP00000311344	129
1844375	9606.ENSP00000255390	147
1858536	9606.ENSP00000380982	142
1857533	9606.ENSP00000371905	124
1851070	9606.ENSP00000328729	124
1858188	9606.ENSP00000377892	155
1855510	9606.ENSP00000360642	114
1859423	9606.ENSP00000389399	123
1850267	9606.ENSP00000320646	130
1856636	9606.ENSP00000366395	107
1858896	9606.ENSP00000384048	121
1851891	9606.ENSP00000336524	99.4
1845020	9606.ENSP00000261890	173
1843673	9606.ENSP00000243563	166
1851850	9606.ENSP00000335463	110
1843336	9606.ENSP00000233078	150
1843455	9606.ENSP00000237289	106
1846374	9606.ENSP00000274311	139
1846723	9606.ENSP00000281419	121
1846136	9606.ENSP00000270202	132
1848360	9606.ENSP00000301995	148
1856989	9606.ENSP00000368468	104
1844807	9606.ENSP00000260643	132
1860802	9606.ENSP00000409637	99.7
1860539	9606.ENSP00000405600	132
1860721	9606.ENSP00000408464	96.9
1851212	9606.ENSP00000330060	114
1847448	9606.ENSP00000293872	129
1849862	9606.ENSP00000316329	120
1861658	9606.ENSP00000425556	146
1854351	9606.ENSP00000355317	104
1842601	9606.ENSP00000216468	124
1858290	9606.ENSP00000378735	99.9
1862079	9606.ENSP00000438125	123
1862423	9606.ENSP00000447537	146
1849749	9606.ENSP00000315013	132
1859081	9606.ENSP00000385939	93.3
1844628	9606.ENSP00000258729	153
1853731	9606.ENSP00000351552	136
1845219	9606.ENSP00000262812	157
1860805	9606.ENSP00000409667	114
1858515	9606.ENSP00000380795	167
1856251	9606.ENSP00000364298	36.3
1856891	9606.ENSP00000367817	155
1854192	9606.ENSP00000354687	133
1851936	9606.ENSP00000336856	138
1852598	9606.ENSP00000342499	126
1845709	9606.ENSP00000265192	140
1847818	9606.ENSP00000297056	138
1850492	9606.ENSP00000322898	114
1853096	9606.ENSP00000346827	148
1853711	9606.ENSP00000351410	157
1843414	9606.ENSP00000234831	133
1859993	9606.ENSP00000397163	95.2
1843976	9606.ENSP00000249806	140
1862288	9606.ENSP00000445162	137
1843832	9606.ENSP00000246747	161
1852735	9606.ENSP00000343741	114
1860774	9606.ENSP00000409231	123
1861706	9606.ENSP00000427401	140
1856298	9606.ENSP00000364589	127
1863928	9606.ENSP00000465894	101
1846766	9606.ENSP00000282058	141
1852763	9606.ENSP00000344012	91.3
1843753	9606.ENSP00000245304	138
1846243	9606.ENSP00000272298	57.8
1856140	9606.ENSP00000363676	178
1844941	9606.ENSP00000261588	98.0
1854640	9606.ENSP00000356621	103
1843377	9606.ENSP00000233957	115
1858192	9606.ENSP00000377934	67.6
1849103	9606.ENSP00000308727	90.7
1857354	9606.ENSP00000370648	142
1854487	9606.ENSP00000355938	137
1858254	9606.ENSP00000378414	135
1843445	9606.ENSP00000236959	163
1842682	9606.ENSP00000217971	174
1842926	9606.ENSP00000222567	147
1846794	9606.ENSP00000282441	144
1843887	9606.ENSP00000247977	135
1854384	9606.ENSP00000355465	129
1855585	9606.ENSP00000361014	107
1851566	9606.ENSP00000333266	95.7
1858427	9606.ENSP00000380054	106
1848600	9606.ENSP00000304102	158
1843220	9606.ENSP00000229769	115
1850840	9606.ENSP00000326519	128
1842574	9606.ENSP00000216264	96.9
1844973	9606.ENSP00000261716	123
1857161	9606.ENSP00000369465	137
1843357	9606.ENSP00000233616	133
1849197	9606.ENSP00000309565	120
1857780	9606.ENSP00000373637	116
1852542	9606.ENSP00000342026	184
1850376	9606.ENSP00000321706	93.5
1847069	9606.ENSP00000287474	69.4
1844063	9606.ENSP00000251496	132
1850049	9606.ENSP00000318423	98.5
1861076	9606.ENSP00000414321	159
1858244	9606.ENSP00000378356	130
1849262	9606.ENSP00000310127	130
1858198	9606.ENSP00000377954	144
1857037	9606.ENSP00000368790	104
1850754	9606.ENSP00000325618	98.5
1859497	9606.ENSP00000390478	135
1853670	9606.ENSP00000351108	168
1862734	9606.ENSP00000450995	137
1859169	9606.ENSP00000386456	122
1850038	9606.ENSP00000318318	133
1847224	9606.ENSP00000290349	173
1850952	9606.ENSP00000327716	139
1847154	9606.ENSP00000289104	125
1853957	9606.ENSP00000353224	149
1860202	9606.ENSP00000400101	149
1854893	9606.ENSP00000357823	151
1852594	9606.ENSP00000342434	69.5
1846679	9606.ENSP00000280612	131
1848634	9606.ENSP00000304370	132
1846068	9606.ENSP00000269143	136
1850332	9606.ENSP00000321320	66.9
1860778	9606.ENSP00000409279	117
1843311	9606.ENSP00000232375	98.7
1859467	9606.ENSP00000389948	139
1852653	9606.ENSP00000343040	180
1862221	9606.ENSP00000442436	137
1845517	9606.ENSP00000264265	146
1854899	9606.ENSP00000357842	122
1845443	9606.ENSP00000263956	125
1858975	9606.ENSP00000384716	92.9
1853184	9606.ENSP00000347548	98.0
1846708	9606.ENSP00000281142	93.5
1848624	9606.ENSP00000304308	106
1857517	9606.ENSP00000371811	126
