#id: 336
#name: H.sapiens - Kidney (Integrated)
#score: 16.94
#weight: 
#description: integrated dataset: weighted average of all H.sapiens KIDNEY datasets<br/><b>Interaction consistency score</b>: 16.94&nbsp<b>Coverage</b>: 35
#organ: KIDNEY
#integrated : true
#coverage: 35
#publication_year: 2017
#filename: 9606-KIDNEY-integrated.txt
#
#internal_id	string_external_id	abundance
1849439	9606.ENSP00000311545	0.088
1848483	9606.ENSP00000303057	18.3
1848008	9606.ENSP00000298942	270
1854401	9606.ENSP00000355536	3.92
1859255	9606.ENSP00000387262	399
1843727	9606.ENSP00000244576	1.0
1845214	9606.ENSP00000262776	304
1849374	9606.ENSP00000311030	0.051
1845638	9606.ENSP00000264895	4.55
1852518	9606.ENSP00000341885	140
1851357	9606.ENSP00000331544	73.2
1852330	9606.ENSP00000340474	0.312
1847788	9606.ENSP00000296785	2.45
1856469	9606.ENSP00000365443	0.178
1849473	9606.ENSP00000311876	279
1845174	9606.ENSP00000262580	4.29
1860688	9606.ENSP00000407818	0.751
1861640	9606.ENSP00000424838	0.062
1862475	9606.ENSP00000448035	40.0
1844794	9606.ENSP00000260453	0.727
1842802	9606.ENSP00000220809	0.477
1842898	9606.ENSP00000222256	5.28
1852023	9606.ENSP00000337641	2.51
1848955	9606.ENSP00000307423	0.009
1851354	9606.ENSP00000331514	9247
1854214	9606.ENSP00000354774	7.79
1853007	9606.ENSP00000346045	123
1842608	9606.ENSP00000216500	97.7
1858123	9606.ENSP00000377374	104
1848351	9606.ENSP00000301920	0.328
1843745	9606.ENSP00000245046	10.8
1854397	9606.ENSP00000355518	824
1842120	9606.ENSP00000003302	0.355
1850030	9606.ENSP00000318227	1.58
1842176	9606.ENSP00000013125	0.241
1856652	9606.ENSP00000366488	3.77
1857007	9606.ENSP00000368605	34.5
1854822	9606.ENSP00000357555	74.0
1855127	9606.ENSP00000358896	0.863
1843438	9606.ENSP00000236495	5.68
1857831	9606.ENSP00000374205	1.49
1857061	9606.ENSP00000368924	0.078
1855673	9606.ENSP00000361475	0.483
1850867	9606.ENSP00000326804	2.08
1853463	9606.ENSP00000349577	7.57
1843731	9606.ENSP00000244661	259
1855958	9606.ENSP00000362751	4.75
1845897	9606.ENSP00000266718	1167
1846130	9606.ENSP00000270115	0.008
1856190	9606.ENSP00000363985	0.035
1845889	9606.ENSP00000266646	9.73
1846199	9606.ENSP00000271526	38.2
1857035	9606.ENSP00000368767	34.1
1855394	9606.ENSP00000360104	2.8
1847771	9606.ENSP00000296666	29.2
1848820	9606.ENSP00000306223	19.8
1849865	9606.ENSP00000316339	83.3
1851283	9606.ENSP00000330753	0.125
1846450	9606.ENSP00000275605	27.9
1842626	9606.ENSP00000216840	11.0
1844323	9606.ENSP00000254799	5.37
1843036	9606.ENSP00000225603	113
1845605	9606.ENSP00000264714	6.85
1861438	9606.ENSP00000419751	115
1851944	9606.ENSP00000336923	0.011
1848850	9606.ENSP00000306496	0.656
1862253	9606.ENSP00000443459	0.341
1855873	9606.ENSP00000362387	1.58
1853021	9606.ENSP00000346148	8.12
1849050	9606.ENSP00000308279	0.002
1846561	9606.ENSP00000278360	0.128
1852286	9606.ENSP00000340088	0.453
1843354	9606.ENSP00000233596	202
1843969	9606.ENSP00000249601	1.48
1855835	9606.ENSP00000362208	7.38
1850062	9606.ENSP00000318629	1.92
1848973	9606.ENSP00000307599	0.253
1846628	9606.ENSP00000279281	1.07
1861793	9606.ENSP00000429430	0.07
1864854	9606.ENSP00000472847	14.8
1843363	9606.ENSP00000233710	55.1
1857507	9606.ENSP00000371734	0.87
1861786	9606.ENSP00000429301	332
1846734	9606.ENSP00000281543	1.39
1850443	9606.ENSP00000322373	9.38
1859018	9606.ENSP00000385142	0.013
1844622	9606.ENSP00000258646	0.383
1850638	9606.ENSP00000324403	1.97
1846649	9606.ENSP00000280082	0.358
1858158	9606.ENSP00000377640	259
1853986	9606.ENSP00000353472	35.0
1845642	9606.ENSP00000264914	7.58
1849731	9606.ENSP00000314776	13.3
1844435	9606.ENSP00000256442	0.027
1843701	9606.ENSP00000244137	359
1852186	9606.ENSP00000339191	210
1852520	9606.ENSP00000341911	28.5
1857357	9606.ENSP00000370671	1.37
1849409	9606.ENSP00000311344	24.1
1848457	9606.ENSP00000302833	37.8
1844375	9606.ENSP00000255390	74.5
1842302	9606.ENSP00000168148	28.5
1845479	9606.ENSP00000264093	13.1
1851070	9606.ENSP00000328729	45.4
1858188	9606.ENSP00000377892	24.7
1847517	9606.ENSP00000294973	163
1855510	9606.ENSP00000360642	0.101
1850267	9606.ENSP00000320646	47.4
1856636	9606.ENSP00000366395	0.119
1851891	9606.ENSP00000336524	0.273
1845020	9606.ENSP00000261890	323
1843673	9606.ENSP00000243563	78.0
1851850	9606.ENSP00000335463	0.041
1843336	9606.ENSP00000233078	37.6
1846374	9606.ENSP00000274311	4.32
1846723	9606.ENSP00000281419	0.679
1846136	9606.ENSP00000270202	0.483
1856989	9606.ENSP00000368468	9.4
1852376	9606.ENSP00000340841	1.1
1858578	9606.ENSP00000381220	24.9
1860721	9606.ENSP00000408464	0.047
1853098	9606.ENSP00000346839	557
1845855	9606.ENSP00000266085	35.6
1854013	9606.ENSP00000353656	2.23
1845007	9606.ENSP00000261854	0.874
1845863	9606.ENSP00000266263	26.0
1861658	9606.ENSP00000425556	22.8
1854351	9606.ENSP00000355317	0.035
1842601	9606.ENSP00000216468	1.98
1850253	9606.ENSP00000320508	8.5
1862079	9606.ENSP00000438125	1.79
1862423	9606.ENSP00000447537	9.33
1862615	9606.ENSP00000449535	95.8
1850510	9606.ENSP00000323071	1.19
1851999	9606.ENSP00000337445	2.25
1856600	9606.ENSP00000366246	2.84
1843342	9606.ENSP00000233154	2.16
1853731	9606.ENSP00000351552	0.372
1845219	9606.ENSP00000262812	160
1844711	9606.ENSP00000259632	69.0
1850655	9606.ENSP00000324560	0.058
1842801	9606.ENSP00000220772	17.6
1855937	9606.ENSP00000362656	0.114
1843714	9606.ENSP00000244364	2.32
1854192	9606.ENSP00000354687	234
1857965	9606.ENSP00000375822	0.04
1859629	9606.ENSP00000392262	2.47
1842663	9606.ENSP00000217407	73.8
1842894	9606.ENSP00000222247	138
1853333	9606.ENSP00000348706	655
1853096	9606.ENSP00000346827	350
1860177	9606.ENSP00000399696	227
1848692	9606.ENSP00000304987	0.167
1843976	9606.ENSP00000249806	7.26
1851221	9606.ENSP00000330148	0.378
1845588	9606.ENSP00000264663	590
1843832	9606.ENSP00000246747	81.0
1852735	9606.ENSP00000343741	0.069
1852406	9606.ENSP00000341044	6.58
1861706	9606.ENSP00000427401	2.01
1856298	9606.ENSP00000364589	4.93
1843753	9606.ENSP00000245304	25.3
1846563	9606.ENSP00000278407	418
1856140	9606.ENSP00000363676	241
1844941	9606.ENSP00000261588	0.007
1843094	9606.ENSP00000226574	1.21
1857906	9606.ENSP00000375236	1.25
1846437	9606.ENSP00000275233	0.217
1861695	9606.ENSP00000427015	0.82
1858192	9606.ENSP00000377934	0.016
1861633	9606.ENSP00000424707	26.2
1855990	9606.ENSP00000362924	886
1857354	9606.ENSP00000370648	24.0
1842671	9606.ENSP00000217456	122
1845856	9606.ENSP00000266086	3.05
1846175	9606.ENSP00000270776	203
1855666	9606.ENSP00000361433	3.87
1842840	9606.ENSP00000221480	6.94
1854942	9606.ENSP00000358060	18.8
1849266	9606.ENSP00000310170	3.09
1861822	9606.ENSP00000430128	8.21
1846257	9606.ENSP00000272427	4.49
1863911	9606.ENSP00000465194	38.3
1843357	9606.ENSP00000233616	9.72
1849060	9606.ENSP00000308344	9.67
1845997	9606.ENSP00000268130	0.03
1848253	9606.ENSP00000301175	189
1843809	9606.ENSP00000246166	0.591
1845637	9606.ENSP00000264893	240
1844992	9606.ENSP00000261783	12.2
1861076	9606.ENSP00000414321	56.0
1846137	9606.ENSP00000270221	7.08
1853459	9606.ENSP00000349560	9.59
1845970	9606.ENSP00000267845	0.022
1847555	9606.ENSP00000295237	0.05
1858198	9606.ENSP00000377954	50.4
1856766	9606.ENSP00000367102	126
1856362	9606.ENSP00000364855	0.582
1862734	9606.ENSP00000450995	24.9
1851608	9606.ENSP00000333657	2.93
1850038	9606.ENSP00000318318	46.6
1862794	9606.ENSP00000452252	0.32
1847078	9606.ENSP00000287647	0.027
1842673	9606.ENSP00000217652	572
1847101	9606.ENSP00000288022	6.6
1847224	9606.ENSP00000290349	991
1853957	9606.ENSP00000353224	17.8
1860202	9606.ENSP00000400101	252
1854893	9606.ENSP00000357823	14.7
1852594	9606.ENSP00000342434	0.588
1861839	9606.ENSP00000430487	12.9
1858761	9606.ENSP00000382707	76.4
1860564	9606.ENSP00000405950	0.104
1844906	9606.ENSP00000261413	31.4
1852653	9606.ENSP00000343040	914
1845517	9606.ENSP00000264265	63.0
1847652	9606.ENSP00000295962	25.4
1848082	9606.ENSP00000299596	13.8
1843164	9606.ENSP00000228841	1.08
