#id: 357
#name: H.sapiens - Esophagus (Integrated)
#score: 12.66
#weight: 
#description: integrated dataset: weighted average of all H.sapiens ESOPHAGUS datasets<br/><b>Interaction consistency score</b>: 12.66&nbsp<b>Coverage</b>: 29
#organ: ESOPHAGUS
#integrated : true
#coverage: 29
#publication_year: 2017
#filename: 9606-ESOPHAGUS-integrated.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	57.1
1848408	9606.ENSP00000302476	98.1
1863607	9606.ENSP00000461388	45.7
1854401	9606.ENSP00000355536	11.6
1859255	9606.ENSP00000387262	155
1845214	9606.ENSP00000262776	124
1858580	9606.ENSP00000381240	3.53
1849374	9606.ENSP00000311030	0.003
1845638	9606.ENSP00000264895	0
1852518	9606.ENSP00000341885	46.2
1856306	9606.ENSP00000364620	9.06
1849473	9606.ENSP00000311876	102
1845174	9606.ENSP00000262580	8.37
1860688	9606.ENSP00000407818	2.58
1861640	9606.ENSP00000424838	1.3
1851123	9606.ENSP00000329212	5.75
1844794	9606.ENSP00000260453	2.28
1859060	9606.ENSP00000385720	2.3
1842898	9606.ENSP00000222256	34.5
1852023	9606.ENSP00000337641	3.7
1856140	9606.ENSP00000363676	103
1851354	9606.ENSP00000331514	3367
1854214	9606.ENSP00000354774	24.8
1853007	9606.ENSP00000346045	48.2
1847844	9606.ENSP00000297267	0.424
1842608	9606.ENSP00000216500	123
1859702	9606.ENSP00000393241	243
1843745	9606.ENSP00000245046	27.3
1854397	9606.ENSP00000355518	210
1842120	9606.ENSP00000003302	1.01
1850504	9606.ENSP00000323036	13.5
1856652	9606.ENSP00000366488	17.9
1857007	9606.ENSP00000368605	81.6
1854822	9606.ENSP00000357555	161
1857831	9606.ENSP00000374205	12.9
1855673	9606.ENSP00000361475	55.2
1850867	9606.ENSP00000326804	45.5
1853222	9606.ENSP00000347836	208
1843731	9606.ENSP00000244661	110
1855958	9606.ENSP00000362751	52.3
1845897	9606.ENSP00000266718	3029
1857035	9606.ENSP00000368767	50.8
1856904	9606.ENSP00000367891	587
1848820	9606.ENSP00000306223	27.3
1861855	9606.ENSP00000431049	318
1853770	9606.ENSP00000351811	1.6
1846450	9606.ENSP00000275605	50.2
1842626	9606.ENSP00000216840	23.2
1843036	9606.ENSP00000225603	71.1
1845605	9606.ENSP00000264714	90.2
1861438	9606.ENSP00000419751	4.17
1851944	9606.ENSP00000336923	0.004
1860680	9606.ENSP00000407749	18.3
1855873	9606.ENSP00000362387	14.3
1853021	9606.ENSP00000346148	17.3
1853582	9606.ENSP00000350359	6.66
1857094	9606.ENSP00000369126	32.0
1854828	9606.ENSP00000357583	10.6
1850062	9606.ENSP00000318629	12.4
1852634	9606.ENSP00000342858	738
1864854	9606.ENSP00000472847	11.2
1857507	9606.ENSP00000371734	7.58
1861786	9606.ENSP00000429301	481
1850350	9606.ENSP00000321427	0.919
1858373	9606.ENSP00000379496	3.03
1855039	9606.ENSP00000358510	91.6
1858158	9606.ENSP00000377640	127
1853986	9606.ENSP00000353472	6.77
1846752	9606.ENSP00000281924	0.173
1847187	9606.ENSP00000289779	131
1843701	9606.ENSP00000244137	136
1852186	9606.ENSP00000339191	1319
1859317	9606.ENSP00000387946	0.026
