#id: 329
#name: H.sapiens - Cell line, HEK293 (Geiger,MCP,2012)
#score: 12.31
#weight: 100%
#description: abundance based on MAPPED_BY_AUTHORS, HEK293, from<a href="http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050" target="_blank">Geiger,MCP,2012</a><br/><b>Interaction consistency score</b>: 12.31&nbsp<b>Coverage</b>: 45
#organ: CELL_LINE
#integrated: false
#coverage: 45
#publication_year: 2012
#filename: 9606-iBAQ_HEK293_Geiger_2012_uniprot.txt
#
#internal_id	string_external_id	abundance
1848903	9606.ENSP00000306999	130
1851811	9606.ENSP00000335106	150
1860688	9606.ENSP00000407818	80.6
1853051	9606.ENSP00000346437	143
1863607	9606.ENSP00000461388	75.4
1854401	9606.ENSP00000355536	138
1859255	9606.ENSP00000387262	301
1843727	9606.ENSP00000244576	0
1858088	9606.ENSP00000376957	29.1
1859730	9606.ENSP00000393571	146
1845214	9606.ENSP00000262776	163
1854128	9606.ENSP00000354487	69.4
1844512	9606.ENSP00000257548	40.8
1845638	9606.ENSP00000264895	0
1863089	9606.ENSP00000457016	92.3
1852518	9606.ENSP00000341885	198
1843282	9606.ENSP00000231198	147
1843350	9606.ENSP00000233535	0
1845766	9606.ENSP00000265529	0
1856469	9606.ENSP00000365443	24.2
1849473	9606.ENSP00000311876	173
1861872	9606.ENSP00000431376	40.4
1848483	9606.ENSP00000303057	136
1861640	9606.ENSP00000424838	0
1843581	9606.ENSP00000240874	0
1851123	9606.ENSP00000329212	44.9
1849874	9606.ENSP00000316482	0
1859060	9606.ENSP00000385720	139
1842898	9606.ENSP00000222256	53.9
1852023	9606.ENSP00000337641	151
1848955	9606.ENSP00000307423	149
1851354	9606.ENSP00000331514	81.7
1854214	9606.ENSP00000354774	142
1853007	9606.ENSP00000346045	97.9
1842608	9606.ENSP00000216500	160
1858123	9606.ENSP00000377374	146
1855674	9606.ENSP00000361483	20.5
1848351	9606.ENSP00000301920	0
1858741	9606.ENSP00000382511	71.1
1846600	9606.ENSP00000278903	77.9
1854397	9606.ENSP00000355518	171
1845807	9606.ENSP00000265801	35.7
1850504	9606.ENSP00000323036	0
1857007	9606.ENSP00000368605	150
1854822	9606.ENSP00000357555	290
1844085	9606.ENSP00000251810	137
1844676	9606.ENSP00000259239	158
1857061	9606.ENSP00000368924	134
1855226	9606.ENSP00000359368	132
1855673	9606.ENSP00000361475	73.8
1843986	9606.ENSP00000250024	27.8
1853137	9606.ENSP00000347170	73.5
1850867	9606.ENSP00000326804	164
1853222	9606.ENSP00000347836	167
1843731	9606.ENSP00000244661	15.7
1855958	9606.ENSP00000362751	149
1856017	9606.ENSP00000363041	175
1859250	9606.ENSP00000387219	156
1844909	9606.ENSP00000261434	35.2
