#id: 235
#name: H.sapiens - Female gonad (Integrated)
#score: 25.86
#weight: 
#description: integrated dataset: weighted average of all H.sapiens FEMALE_GONAD datasets<br/><b>Interaction consistency score</b>: 25.86&nbsp<b>Coverage</b>: 55
#organ: FEMALE_GONAD
#integrated : true
#coverage: 55
#publication_year: 2017
#filename: 9606-FEMALE_GONAD-integrated.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	52.2
1849814	9606.ENSP00000315731	0.092
1848008	9606.ENSP00000298942	23.8
1859503	9606.ENSP00000390621	4.96
1854128	9606.ENSP00000354487	1.06
1858345	9606.ENSP00000379228	0.37
1859401	9606.ENSP00000389103	824
1845638	9606.ENSP00000264895	0.215
1844875	9606.ENSP00000261254	0.066
1845250	9606.ENSP00000262948	161
1857328	9606.ENSP00000370443	0.029
1843350	9606.ENSP00000233535	5.08
1845766	9606.ENSP00000265529	0.168
1851357	9606.ENSP00000331544	213
1852330	9606.ENSP00000340474	0.034
1847788	9606.ENSP00000296785	2.94
1848720	9606.ENSP00000305302	0.024
1860688	9606.ENSP00000407818	3.38
1846204	9606.ENSP00000271628	23.2
1844022	9606.ENSP00000250825	19.2
1849874	9606.ENSP00000316482	0.419
1860549	9606.ENSP00000405700	0.043
1852023	9606.ENSP00000337641	29.8
1848955	9606.ENSP00000307423	0.041
1851354	9606.ENSP00000331514	3629
1853007	9606.ENSP00000346045	214
1846595	9606.ENSP00000278856	1.04
1854397	9606.ENSP00000355518	277
1845807	9606.ENSP00000265801	0.796
1860999	9606.ENSP00000413001	0.043
1852583	9606.ENSP00000342343	10.6
1843897	9606.ENSP00000248089	1.47
1847162	9606.ENSP00000289292	0.021
1853222	9606.ENSP00000347836	131
1843731	9606.ENSP00000244661	528
1845897	9606.ENSP00000266718	1505
1844909	9606.ENSP00000261434	0.827
1856190	9606.ENSP00000363985	0.052
1850178	9606.ENSP00000319744	1.57
1849399	9606.ENSP00000311280	0.175
1853600	9606.ENSP00000350491	6.2
1845620	9606.ENSP00000264779	0.043
1848820	9606.ENSP00000306223	95.3
1856021	9606.ENSP00000363064	0.712
1849374	9606.ENSP00000311030	0.038
1846450	9606.ENSP00000275605	35.7
1842420	9606.ENSP00000204615	0.018
1854785	9606.ENSP00000357342	0.028
1846044	9606.ENSP00000268793	54.4
1861438	9606.ENSP00000419751	1.79
