#id: 257
#name: H.sapiens - Cell line, HepG2 (Geiger,MCP,2012)
#score: 16.19
#weight: 100%
#description: abundance based on MAPPED_BY_AUTHORS, HepG2, from<a href="http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050" target="_blank">Geiger,MCP,2012</a><br/><b>Interaction consistency score</b>: 16.19&nbsp<b>Coverage</b>: 45
#organ: CELL_LINE
#integrated: false
#coverage: 45
#publication_year: 2012
#filename: 9606-iBAQ_HepG2_Geiger_2012_uniprot.txt
#
#internal_id	string_external_id	abundance
1848903	9606.ENSP00000306999	0
1851811	9606.ENSP00000335106	62.7
1860688	9606.ENSP00000407818	51.1
1853051	9606.ENSP00000346437	154
1863607	9606.ENSP00000461388	97.1
1854401	9606.ENSP00000355536	149
1859255	9606.ENSP00000387262	430
1843727	9606.ENSP00000244576	0
1858088	9606.ENSP00000376957	0
1859730	9606.ENSP00000393571	49.7
1845214	9606.ENSP00000262776	209
1854128	9606.ENSP00000354487	0
1844512	9606.ENSP00000257548	44.4
1845638	9606.ENSP00000264895	87.7
1863089	9606.ENSP00000457016	0
1852518	9606.ENSP00000341885	242
1843282	9606.ENSP00000231198	167
1843350	9606.ENSP00000233535	0
1845766	9606.ENSP00000265529	0
1856469	9606.ENSP00000365443	0
1849473	9606.ENSP00000311876	223
1861872	9606.ENSP00000431376	0
1848483	9606.ENSP00000303057	114
1861640	9606.ENSP00000424838	41.5
1843581	9606.ENSP00000240874	77.3
1851123	9606.ENSP00000329212	0
1849874	9606.ENSP00000316482	47.2
1859060	9606.ENSP00000385720	160
1842898	9606.ENSP00000222256	0
1852023	9606.ENSP00000337641	171
1848955	9606.ENSP00000307423	187
1851354	9606.ENSP00000331514	54.9
1854214	9606.ENSP00000354774	189
1853007	9606.ENSP00000346045	121
1842608	9606.ENSP00000216500	206
1858123	9606.ENSP00000377374	213
1855674	9606.ENSP00000361483	77.0
1848351	9606.ENSP00000301920	0
1858741	9606.ENSP00000382511	0
1846600	9606.ENSP00000278903	120
1854397	9606.ENSP00000355518	220
1845807	9606.ENSP00000265801	0
1850504	9606.ENSP00000323036	61.2
1857007	9606.ENSP00000368605	185
1854822	9606.ENSP00000357555	317
1844085	9606.ENSP00000251810	189
1844676	9606.ENSP00000259239	196
1857061	9606.ENSP00000368924	0
1855226	9606.ENSP00000359368	83.7
1855673	9606.ENSP00000361475	0
1843986	9606.ENSP00000250024	0
1853137	9606.ENSP00000347170	0
1850867	9606.ENSP00000326804	183
1853222	9606.ENSP00000347836	204
1843731	9606.ENSP00000244661	14.6
1855958	9606.ENSP00000362751	174
1856017	9606.ENSP00000363041	219
1859250	9606.ENSP00000387219	204
1844909	9606.ENSP00000261434	0
1849513	9606.ENSP00000312277	0
1846199	9606.ENSP00000271526	152
1857035	9606.ENSP00000368767	195
1855394	9606.ENSP00000360104	0
1847771	9606.ENSP00000296666	205
1845620	9606.ENSP00000264779	34.4
1848820	9606.ENSP00000306223	114
1857333	9606.ENSP00000370503	0
1851283	9606.ENSP00000330753	28.8
1853770	9606.ENSP00000351811	194
1846450	9606.ENSP00000275605	239
1842626	9606.ENSP00000216840	196
1851541	9606.ENSP00000333012	0
1845605	9606.ENSP00000264714	209
1855708	9606.ENSP00000361640	102
1851944	9606.ENSP00000336923	0
1860763	9606.ENSP00000409126	163
1848850	9606.ENSP00000306496	116
1862253	9606.ENSP00000443459	396
1855873	9606.ENSP00000362387	0
1845278	9606.ENSP00000263083	157
1854238	9606.ENSP00000354869	72.5
1858246	9606.ENSP00000378360	231
1856857	9606.ENSP00000367623	170
1853021	9606.ENSP00000346148	184
1856074	9606.ENSP00000363377	14.3
1853582	9606.ENSP00000350359	0
1842199	9606.ENSP00000029410	0
1851103	9606.ENSP00000329033	47.4
1855723	9606.ENSP00000361707	54.6
1845767	9606.ENSP00000265537	179
1856125	9606.ENSP00000363603	194
1854828	9606.ENSP00000357583	51.2
1855835	9606.ENSP00000362208	195
1850062	9606.ENSP00000318629	37.6
1845373	9606.ENSP00000263593	164
1863055	9606.ENSP00000456548	0
1846628	9606.ENSP00000279281	160
1850705	9606.ENSP00000325038	0
1861793	9606.ENSP00000429430	0
1850484	9606.ENSP00000322802	0
1864854	9606.ENSP00000472847	193
1854905	9606.ENSP00000357879	217
1853640	9606.ENSP00000350869	169
1843363	9606.ENSP00000233710	0
1857360	9606.ENSP00000370710	0
1857507	9606.ENSP00000371734	149
1861786	9606.ENSP00000429301	224
1846734	9606.ENSP00000281543	109
1850443	9606.ENSP00000322373	117
1858373	9606.ENSP00000379496	0
1844622	9606.ENSP00000258646	85.5
1855039	9606.ENSP00000358510	64.5
1858158	9606.ENSP00000377640	245
1853986	9606.ENSP00000353472	0
1856657	9606.ENSP00000366513	0
1861067	9606.ENSP00000414208	58.4
1852267	9606.ENSP00000339881	125
1847187	9606.ENSP00000289779	202
1854224	9606.ENSP00000354822	0
1843701	9606.ENSP00000244137	224
1852186	9606.ENSP00000339191	0
1845202	9606.ENSP00000262719	0
1859317	9606.ENSP00000387946	0
1849547	9606.ENSP00000312587	0
1857357	9606.ENSP00000370671	46.1
1854301	9606.ENSP00000355114	41.0
1849409	9606.ENSP00000311344	82.9
1848457	9606.ENSP00000302833	51.7
1849517	9606.ENSP00000312304	199
1844375	9606.ENSP00000255390	189
1858536	9606.ENSP00000380982	189
1857533	9606.ENSP00000371905	0
1848336	9606.ENSP00000301776	213
1851070	9606.ENSP00000328729	112
1858188	9606.ENSP00000377892	201
1855510	9606.ENSP00000360642	188
1859860	9606.ENSP00000395340	0
1861869	9606.ENSP00000431284	0
1856668	9606.ENSP00000366563	0
1850267	9606.ENSP00000320646	182
1856636	9606.ENSP00000366395	182
1845400	9606.ENSP00000263710	197
1851891	9606.ENSP00000336524	42.8
1845020	9606.ENSP00000261890	111
1848325	9606.ENSP00000301717	0
1843673	9606.ENSP00000243563	216
1851850	9606.ENSP00000335463	0
1857228	9606.ENSP00000369853	0
1843455	9606.ENSP00000237289	0
1846374	9606.ENSP00000274311	178
1846723	9606.ENSP00000281419	40.2
1846136	9606.ENSP00000270202	105
1848360	9606.ENSP00000301995	0
1856989	9606.ENSP00000368468	103
1862178	9606.ENSP00000441410	0
1844487	9606.ENSP00000257118	114
1860210	9606.ENSP00000400175	314
1860539	9606.ENSP00000405600	86.0
1860721	9606.ENSP00000408464	0
1851212	9606.ENSP00000330060	160
1845855	9606.ENSP00000266085	123
1854013	9606.ENSP00000353656	0
1847448	9606.ENSP00000293872	181
1848472	9606.ENSP00000302935	50.0
1849862	9606.ENSP00000316329	0
1861658	9606.ENSP00000425556	0
1854351	9606.ENSP00000355317	41.8
1842601	9606.ENSP00000216468	100
1858290	9606.ENSP00000378735	0
1862079	9606.ENSP00000438125	0
1843392	9606.ENSP00000234296	133
1862615	9606.ENSP00000449535	223
1849175	9606.ENSP00000309432	188
1856600	9606.ENSP00000366246	133
1859081	9606.ENSP00000385939	0
1844628	9606.ENSP00000258729	219
1853731	9606.ENSP00000351552	162
1845219	9606.ENSP00000262812	220
1860805	9606.ENSP00000409667	36.9
1860906	9606.ENSP00000411197	0
1842801	9606.ENSP00000220772	0
1856251	9606.ENSP00000364298	22.9
1855937	9606.ENSP00000362656	150
1854192	9606.ENSP00000354687	199
1859070	9606.ENSP00000385814	0
1852867	9606.ENSP00000344855	0
1852598	9606.ENSP00000342499	0
1849208	9606.ENSP00000309644	65.3
1847818	9606.ENSP00000297056	112
1853333	9606.ENSP00000348706	0
1853096	9606.ENSP00000346827	184
1850227	9606.ENSP00000320251	0
1847866	9606.ENSP00000297431	99.8
1861876	9606.ENSP00000431445	0
1853784	9606.ENSP00000351939	34.4
1843414	9606.ENSP00000234831	42.8
1859993	9606.ENSP00000397163	0
1843976	9606.ENSP00000249806	0
1862288	9606.ENSP00000445162	50.2
1843832	9606.ENSP00000246747	183
1846717	9606.ENSP00000281273	181
1852735	9606.ENSP00000343741	126
1849363	9606.ENSP00000310901	0
1861895	9606.ENSP00000431971	0
1863928	9606.ENSP00000465894	0
1846766	9606.ENSP00000282058	0
1852763	9606.ENSP00000344012	0
1843675	9606.ENSP00000243611	49.9
1843753	9606.ENSP00000245304	52.5
1846243	9606.ENSP00000272298	81.9
1856140	9606.ENSP00000363676	245
1844941	9606.ENSP00000261588	0
1854640	9606.ENSP00000356621	83.3
1846437	9606.ENSP00000275233	120
1861695	9606.ENSP00000427015	0
1858192	9606.ENSP00000377934	0
1849103	9606.ENSP00000308727	0
1855990	9606.ENSP00000362924	210
1857354	9606.ENSP00000370648	188
1854487	9606.ENSP00000355938	0
1858254	9606.ENSP00000378414	157
1854154	9606.ENSP00000354574	0
1843445	9606.ENSP00000236959	237
1842682	9606.ENSP00000217971	229
1842926	9606.ENSP00000222567	184
1842454	9606.ENSP00000209873	181
1843887	9606.ENSP00000247977	155
1851809	9606.ENSP00000335091	42.7
1855585	9606.ENSP00000361014	101
1851566	9606.ENSP00000333266	85.3
1844799	9606.ENSP00000260563	201
1848600	9606.ENSP00000304102	214
1849880	9606.ENSP00000316543	82.2
1847427	9606.ENSP00000293677	195
1849618	9606.ENSP00000313385	50.7
1842574	9606.ENSP00000216264	108
1844973	9606.ENSP00000261716	83.1
1856850	9606.ENSP00000367564	0
1857161	9606.ENSP00000369465	160
1863911	9606.ENSP00000465194	107
1843357	9606.ENSP00000233616	219
1849060	9606.ENSP00000308344	178
