#id: 398
#name: H.sapiens - Cell line, DF6.9 (Phanstiel,Nat_Methods,2011)
#score: 4.21
#weight: 100%
#description: abundance based on MAPPED_BY_AUTHORS, DF6.9, from<a href="http://www.nature.com/nmeth/journal/v8/n10/full/nmeth.1699.html" target="_blank">Phanstiel,Nat_Methods,2011</a><br/><b>Interaction consistency score</b>: 4.21&nbsp<b>Coverage</b>: 29
#organ: CELL_LINE
#integrated: false
#coverage: 29
#publication_year: 2011
#filename: 9606-iPS_(DF6.9)_iTRAQ-118_Phanstiel_2011_gene.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	182
1863607	9606.ENSP00000461388	0
1854401	9606.ENSP00000355536	33.7
1859255	9606.ENSP00000387262	3.77
1845214	9606.ENSP00000262776	43.1
1858345	9606.ENSP00000379228	0
1856991	9606.ENSP00000368496	0
1845638	9606.ENSP00000264895	0.498
1844875	9606.ENSP00000261254	0
1849473	9606.ENSP00000311876	47.2
1860688	9606.ENSP00000407818	0
1846204	9606.ENSP00000271628	114
1844683	9606.ENSP00000259339	201
1851123	9606.ENSP00000329212	46.9
1849874	9606.ENSP00000316482	1.47
1859060	9606.ENSP00000385720	121
1848998	9606.ENSP00000307786	595
1852023	9606.ENSP00000337641	87.7
1856140	9606.ENSP00000363676	430
1851354	9606.ENSP00000331514	1.75
1853007	9606.ENSP00000346045	1036
1842608	9606.ENSP00000216500	0
1859702	9606.ENSP00000393241	135
1848351	9606.ENSP00000301920	18.6
1843745	9606.ENSP00000245046	0
1846600	9606.ENSP00000278903	27.9
1854397	9606.ENSP00000355518	1107
1845807	9606.ENSP00000265801	160
1850030	9606.ENSP00000318227	3.48
1857007	9606.ENSP00000368605	196
1843986	9606.ENSP00000250024	98.2
1857525	9606.ENSP00000371846	33.6
1850867	9606.ENSP00000326804	14.3
1853222	9606.ENSP00000347836	0
1843731	9606.ENSP00000244661	0
1855958	9606.ENSP00000362751	0
1859250	9606.ENSP00000387219	0
1846199	9606.ENSP00000271526	73.3
1857035	9606.ENSP00000368767	106
1857427	9606.ENSP00000371155	0
1847771	9606.ENSP00000296666	53.8
1845620	9606.ENSP00000264779	0
1848820	9606.ENSP00000306223	7.28
1853770	9606.ENSP00000351811	5.83
1846450	9606.ENSP00000275605	3.36
1842626	9606.ENSP00000216840	0
1845605	9606.ENSP00000264714	10.6
1862253	9606.ENSP00000443459	340
1845278	9606.ENSP00000263083	20.2
1853021	9606.ENSP00000346148	127
1856074	9606.ENSP00000363377	111
1852518	9606.ENSP00000341885	1537
1843354	9606.ENSP00000233596	0
1855835	9606.ENSP00000362208	565
1850062	9606.ENSP00000318629	0
1846694	9606.ENSP00000280904	0
1863055	9606.ENSP00000456548	0
1846628	9606.ENSP00000279281	201
1864854	9606.ENSP00000472847	30.5
1857507	9606.ENSP00000371734	259
1861786	9606.ENSP00000429301	295
1846734	9606.ENSP00000281543	0
1855039	9606.ENSP00000358510	17.7
1845999	9606.ENSP00000268150	16.3
1854481	9606.ENSP00000355923	33.4
1861067	9606.ENSP00000414208	38.7
1847187	9606.ENSP00000289779	1287
1843701	9606.ENSP00000244137	405
1852186	9606.ENSP00000339191	0
1856252	9606.ENSP00000364310	170
1849409	9606.ENSP00000311344	0.417
1844668	9606.ENSP00000259199	0
