#id: 158
#name: H.sapiens - Lung (Integrated)
#score: 12.36
#weight: 
#description: integrated dataset: weighted average of all H.sapiens LUNG datasets<br/><b>Interaction consistency score</b>: 12.36&nbsp<b>Coverage</b>: 32
#organ: LUNG
#integrated : true
#coverage: 32
#publication_year: 2017
#filename: 9606-LUNG-integrated.txt
#
#internal_id	string_external_id	abundance
1849439	9606.ENSP00000311545	0.06
1848483	9606.ENSP00000303057	12.8
1844582	9606.ENSP00000258229	0.043
1848008	9606.ENSP00000298942	1.55
1847554	9606.ENSP00000295228	1.46
1854401	9606.ENSP00000355536	0.744
1859255	9606.ENSP00000387262	184
1845214	9606.ENSP00000262776	45.5
1854128	9606.ENSP00000354487	0.011
1849374	9606.ENSP00000311030	0.074
1852518	9606.ENSP00000341885	68.8
1861481	9606.ENSP00000420418	0.242
1849473	9606.ENSP00000311876	25.4
1845174	9606.ENSP00000262580	2.48
1861640	9606.ENSP00000424838	0.073
1854434	9606.ENSP00000355672	11.5
1849947	9606.ENSP00000317310	0.032
1852226	9606.ENSP00000339521	1399
1842802	9606.ENSP00000220809	1.47
1842898	9606.ENSP00000222256	1.49
1852023	9606.ENSP00000337641	0.651
1856140	9606.ENSP00000363676	69.1
1851354	9606.ENSP00000331514	3597
1854214	9606.ENSP00000354774	1.6
1853007	9606.ENSP00000346045	66.6
1842608	9606.ENSP00000216500	48.2
1859702	9606.ENSP00000393241	217
1843745	9606.ENSP00000245046	8.56
1843016	9606.ENSP00000225371	11.5
1854397	9606.ENSP00000355518	169
1842120	9606.ENSP00000003302	0.069
1857946	9606.ENSP00000375629	0.244
1850030	9606.ENSP00000318227	0.501
1856652	9606.ENSP00000366488	18.2
1857007	9606.ENSP00000368605	12.8
1854822	9606.ENSP00000357555	59.2
1855127	9606.ENSP00000358896	0.127
1857831	9606.ENSP00000374205	1.04
1861611	9606.ENSP00000424007	0.079
1855673	9606.ENSP00000361475	1.03
1843986	9606.ENSP00000250024	0.032
1850867	9606.ENSP00000326804	9.73
1853222	9606.ENSP00000347836	6.32
1843731	9606.ENSP00000244661	69.9
1855958	9606.ENSP00000362751	2.24
1845897	9606.ENSP00000266718	1038
1856190	9606.ENSP00000363985	0.069
1850178	9606.ENSP00000319744	0.538
1856744	9606.ENSP00000366974	386
1857035	9606.ENSP00000368767	45.2
1847771	9606.ENSP00000296666	7.2
1848820	9606.ENSP00000306223	11.2
1849865	9606.ENSP00000316339	6.02
1853770	9606.ENSP00000351811	0.306
1846450	9606.ENSP00000275605	3.07
1842626	9606.ENSP00000216840	1.7
1845605	9606.ENSP00000264714	0.816
1861438	9606.ENSP00000419751	0.841
1851944	9606.ENSP00000336923	0.64
1848850	9606.ENSP00000306496	0.993
1862253	9606.ENSP00000443459	0.355
1855873	9606.ENSP00000362387	6.98
1853021	9606.ENSP00000346148	18.2
1846642	9606.ENSP00000279804	2.04
1851103	9606.ENSP00000329033	20.8
1852286	9606.ENSP00000340088	0.119
1843354	9606.ENSP00000233596	157
1843969	9606.ENSP00000249601	0.637
1850062	9606.ENSP00000318629	2.55
1848973	9606.ENSP00000307599	0.088
1863055	9606.ENSP00000456548	0.306
1852634	9606.ENSP00000342858	60.8
1864854	9606.ENSP00000472847	2.77
1843363	9606.ENSP00000233710	5.08
1857507	9606.ENSP00000371734	0.545
1861786	9606.ENSP00000429301	105
1850443	9606.ENSP00000322373	0.605
1858373	9606.ENSP00000379496	0.006
1850638	9606.ENSP00000324403	0.74
1846649	9606.ENSP00000280082	0.033
1858158	9606.ENSP00000377640	108
1853986	9606.ENSP00000353472	7.05
1846752	9606.ENSP00000281924	2.5
1847187	9606.ENSP00000289779	38.5
1843701	9606.ENSP00000244137	20.9
1852186	9606.ENSP00000339191	458
1849409	9606.ENSP00000311344	2.57
1848457	9606.ENSP00000302833	23.2
1853061	9606.ENSP00000346534	0.031
1844375	9606.ENSP00000255390	35.6
1842302	9606.ENSP00000168148	1.71
1851127	9606.ENSP00000329243	284
1851070	9606.ENSP00000328729	13.4
1858188	9606.ENSP00000377892	4.61
1847517	9606.ENSP00000294973	112
1855510	9606.ENSP00000360642	1.34
1861869	9606.ENSP00000431284	2.11
1850267	9606.ENSP00000320646	14.3
1856636	9606.ENSP00000366395	0.722
1845400	9606.ENSP00000263710	0.165
1851891	9606.ENSP00000336524	0.121
1845020	9606.ENSP00000261890	64.2
1843673	9606.ENSP00000243563	32.5
1851850	9606.ENSP00000335463	0.014
1844410	9606.ENSP00000256178	0.848
1846374	9606.ENSP00000274311	0.773
1846723	9606.ENSP00000281419	0.455
1846136	9606.ENSP00000270202	1.83
1856989	9606.ENSP00000368468	0.581
1844487	9606.ENSP00000257118	0.231
1850791	9606.ENSP00000326022	1.34
1860721	9606.ENSP00000408464	0.031
1853466	9606.ENSP00000349594	1.02
1845855	9606.ENSP00000266085	85.5
1845007	9606.ENSP00000261854	1.85
1845863	9606.ENSP00000266263	1.65
1850253	9606.ENSP00000320508	12.5
1862423	9606.ENSP00000447537	2.97
1862615	9606.ENSP00000449535	44.9
1851999	9606.ENSP00000337445	1.2
1856600	9606.ENSP00000366246	1.32
1853731	9606.ENSP00000351552	0.153
1845219	9606.ENSP00000262812	38.6
1844711	9606.ENSP00000259632	29.4
1850655	9606.ENSP00000324560	0.015
1856891	9606.ENSP00000367817	11.9
1854192	9606.ENSP00000354687	17.5
1842663	9606.ENSP00000217407	21.6
1847818	9606.ENSP00000297056	0.46
1853333	9606.ENSP00000348706	292
1853096	9606.ENSP00000346827	315
1860177	9606.ENSP00000399696	7.31
1848692	9606.ENSP00000304987	0.262
1843976	9606.ENSP00000249806	2.15
1851221	9606.ENSP00000330148	0.703
1845588	9606.ENSP00000264663	195
1843832	9606.ENSP00000246747	7.83
1856298	9606.ENSP00000364589	9.96
1845308	9606.ENSP00000263212	7.46
1843753	9606.ENSP00000245304	5.83
1845884	9606.ENSP00000266579	5.72
1846563	9606.ENSP00000278407	1051
1863044	9606.ENSP00000456434	6.04
1843094	9606.ENSP00000226574	3.68
1846437	9606.ENSP00000275233	0.075
1858192	9606.ENSP00000377934	0.011
1861633	9606.ENSP00000424707	28.1
1855990	9606.ENSP00000362924	3692
1857354	9606.ENSP00000370648	13.7
1858211	9606.ENSP00000378130	10.6
1854487	9606.ENSP00000355938	0.017
1842671	9606.ENSP00000217456	59.3
1842459	9606.ENSP00000210187	0.227
1843445	9606.ENSP00000236959	41.1
1842682	9606.ENSP00000217971	121
1846794	9606.ENSP00000282441	2.21
1857476	9606.ENSP00000371512	0.279
1842840	9606.ENSP00000221480	5.34
1854942	9606.ENSP00000358060	7.03
1844799	9606.ENSP00000260563	0.656
1861822	9606.ENSP00000430128	7.53
1844973	9606.ENSP00000261716	0.344
1863911	9606.ENSP00000465194	25.6
1843357	9606.ENSP00000233616	72.3
1849197	9606.ENSP00000309565	61.4
1845997	9606.ENSP00000268130	0.041
1848992	9606.ENSP00000307741	1.62
1848253	9606.ENSP00000301175	6.2
1845637	9606.ENSP00000264893	31.4
1852498	9606.ENSP00000341743	5.68
1849262	9606.ENSP00000310127	0.543
1858198	9606.ENSP00000377954	21.4
1856362	9606.ENSP00000364855	0.262
1850754	9606.ENSP00000325618	0.285
1859497	9606.ENSP00000390478	0.651
1853448	9606.ENSP00000349486	0.594
1862734	9606.ENSP00000450995	6.41
1851608	9606.ENSP00000333657	0.59
1850038	9606.ENSP00000318318	1.44
1844929	9606.ENSP00000261517	5.71
1842673	9606.ENSP00000217652	118
1847224	9606.ENSP00000290349	1389
1847154	9606.ENSP00000289104	0.115
1853957	9606.ENSP00000353224	23.8
1860202	9606.ENSP00000400101	154
1854893	9606.ENSP00000357823	1.87
1852594	9606.ENSP00000342434	0.422
1854504	9606.ENSP00000356022	710
1846068	9606.ENSP00000269143	25.4
1845807	9606.ENSP00000265801	0.499
1851624	9606.ENSP00000333769	14.5
1844906	9606.ENSP00000261413	1.39
1852653	9606.ENSP00000343040	312
1845517	9606.ENSP00000264265	73.4
1855041	9606.ENSP00000358512	0.129
1847652	9606.ENSP00000295962	2.71
1848082	9606.ENSP00000299596	9.7
1843164	9606.ENSP00000228841	0.105
1846708	9606.ENSP00000281142	0.008
1853847	9606.ENSP00000352438	95.0
1854096	9606.ENSP00000354251	19.7
1850327	9606.ENSP00000321259	4026
1847702	9606.ENSP00000296266	0.3
1856580	9606.ENSP00000366135	0.505
1844900	9606.ENSP00000261386	1.77
1852981	9606.ENSP00000345824	0.005
1846009	9606.ENSP00000268261	26.7
1846135	9606.ENSP00000270176	4.27
1854660	9606.ENSP00000356744	0.248
1843187	9606.ENSP00000229251	15.2
1850787	9606.ENSP00000325958	2.79
1844503	9606.ENSP00000257312	0.03
1853105	9606.ENSP00000346916	0.194
1843554	9606.ENSP00000240189	0.014
1862910	9606.ENSP00000454699	3.05
1842963	9606.ENSP00000223129	24.8
1851890	9606.ENSP00000336127	1.21
1843807	9606.ENSP00000246117	13.7
1861848	9606.ENSP00000430706	91.5
1845039	9606.ENSP00000262013	1.02
1863037	9606.ENSP00000456318	16.1
1850828	9606.ENSP00000326381	291
1860896	9606.ENSP00000411096	0.599
1844297	9606.ENSP00000254480	0.934
1853903	9606.ENSP00000352835	24.1
1848272	9606.ENSP00000301286	1.57
1844015	9606.ENSP00000250559	112
1842715	9606.ENSP00000219022	27.6
1860678	9606.ENSP00000407724	7.97
1848179	9606.ENSP00000300413	101
1846927	9606.ENSP00000284811	44.7
1853819	9606.ENSP00000352248	9.42
1843937	9606.ENSP00000248975	1184
