#id: 367
#name: H.sapiens - Skin (Integrated)
#score: 5.99
#weight: 
#description: integrated dataset: weighted average of all H.sapiens SKIN datasets<br/><b>Interaction consistency score</b>: 5.99&nbsp<b>Coverage</b>: 20
#organ: SKIN
#integrated : true
#coverage: 20
#publication_year: 2017
#filename: 9606-SKIN-integrated.txt
#
#internal_id	string_external_id	abundance
1847584	9606.ENSP00000295522	20.6
1848483	9606.ENSP00000303057	69.0
1855758	9606.ENSP00000361882	1.64
1844198	9606.ENSP00000253108	54.1
1858123	9606.ENSP00000377374	115
1856652	9606.ENSP00000366488	5.11
1843135	9606.ENSP00000228284	32.3
1851610	9606.ENSP00000333664	32.1
1845053	9606.ENSP00000262061	120
1852518	9606.ENSP00000341885	32.0
1856125	9606.ENSP00000363603	36.0
1854706	9606.ENSP00000356988	199
1855521	9606.ENSP00000360687	57.3
1852267	9606.ENSP00000339881	2.06
1850586	9606.ENSP00000323856	189
1861976	9606.ENSP00000434593	69.0
1846003	9606.ENSP00000268182	569
1845174	9606.ENSP00000262580	8.32
1861640	9606.ENSP00000424838	0.8
1845339	9606.ENSP00000263368	1832
1854434	9606.ENSP00000355672	52.2
1858792	9606.ENSP00000382982	330
1849874	9606.ENSP00000316482	87.9
1853711	9606.ENSP00000351410	158
1842898	9606.ENSP00000222256	22.3
1852023	9606.ENSP00000337641	3.02
1848008	9606.ENSP00000298942	100
1851354	9606.ENSP00000331514	8239
1844318	9606.ENSP00000254730	14.2
1854214	9606.ENSP00000354774	7.62
1851505	9606.ENSP00000332716	9.45
1843908	9606.ENSP00000248342	40.7
1842608	9606.ENSP00000216500	151
1855648	9606.ENSP00000361331	15.1
1853670	9606.ENSP00000351108	187
1842673	9606.ENSP00000217652	292
1859798	9606.ENSP00000394405	35.0
1854397	9606.ENSP00000355518	340
1849495	9606.ENSP00000312122	326
1859255	9606.ENSP00000387262	407
1857007	9606.ENSP00000368605	29.0
1854822	9606.ENSP00000357555	26.0
1853895	9606.ENSP00000352738	31.6
1856010	9606.ENSP00000363018	6.12
