#id: 327
#name: H.sapiens - Cell line, Hela, CPC normalized (Nagaraj,MSB,2011)
#score: 5.67
#weight: 100%
#description: abundance based on CPC_normalized, hela, from<a href="http://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22068331&retmode=ref&cmd=prlinks" target="_blank">Nagaraj,MSB,2011</a><br/><b>Interaction consistency score</b>: 5.67&nbsp<b>Coverage</b>: 36
#organ: CELL_LINE
#integrated: false
#coverage: 36
#publication_year: 2011
#filename: 9606-hela_Nagaraj_2011_cpc.txt
#
#internal_id	string_external_id	abundance
1848483	9606.ENSP00000303057	251
1855758	9606.ENSP00000361882	12.6
1848008	9606.ENSP00000298942	5.13
1854401	9606.ENSP00000355536	6.81
1859255	9606.ENSP00000387262	4.45
1849725	9606.ENSP00000314649	11.5
1849362	9606.ENSP00000310891	4.97
1859730	9606.ENSP00000393571	6.81
1845214	9606.ENSP00000262776	110
1854128	9606.ENSP00000354487	0.099
1844512	9606.ENSP00000257548	1.52
1845638	9606.ENSP00000264895	0.628
1863089	9606.ENSP00000457016	57.6
1852518	9606.ENSP00000341885	1571
1849473	9606.ENSP00000311876	236
1842742	9606.ENSP00000219315	0.393
1846204	9606.ENSP00000271628	19.6
1843581	9606.ENSP00000240874	0.099
1851123	9606.ENSP00000329212	15.7
1852226	9606.ENSP00000339521	524
1860549	9606.ENSP00000405700	0.084
1850250	9606.ENSP00000320488	73.3
1842898	9606.ENSP00000222256	14.1
1852023	9606.ENSP00000337641	13.1
1848955	9606.ENSP00000307423	6.28
1851354	9606.ENSP00000331514	28.3
1854214	9606.ENSP00000354774	2.83
1853007	9606.ENSP00000346045	1126
1842608	9606.ENSP00000216500	41.9
1859702	9606.ENSP00000393241	524
1848351	9606.ENSP00000301920	9.95
1843745	9606.ENSP00000245046	147
1846600	9606.ENSP00000278903	3.14
1854397	9606.ENSP00000355518	272
1842120	9606.ENSP00000003302	5.76
1849495	9606.ENSP00000312122	257
1849155	9606.ENSP00000309181	0.995
1857007	9606.ENSP00000368605	73.3
1854822	9606.ENSP00000357555	204
1844584	9606.ENSP00000258281	3.98
1857061	9606.ENSP00000368924	3.66
1855226	9606.ENSP00000359368	0.995
1855673	9606.ENSP00000361475	44.5
1843986	9606.ENSP00000250024	0.942
1854583	9606.ENSP00000356375	0.194
1850867	9606.ENSP00000326804	9.42
1853222	9606.ENSP00000347836	335
1843731	9606.ENSP00000244661	720
1855958	9606.ENSP00000362751	23.6
1845897	9606.ENSP00000266718	0.942
1842927	9606.ENSP00000222572	16.8
1849513	9606.ENSP00000312277	0.194
1846199	9606.ENSP00000271526	33.5
1857035	9606.ENSP00000368767	94.2
1857427	9606.ENSP00000371155	11.5
1847771	9606.ENSP00000296666	173
1845620	9606.ENSP00000264779	3.51
1848820	9606.ENSP00000306223	183
1851283	9606.ENSP00000330753	0.084
1853770	9606.ENSP00000351811	23.0
1846450	9606.ENSP00000275605	298
1842626	9606.ENSP00000216840	9.95
1845605	9606.ENSP00000264714	173
1844946	9606.ENSP00000261597	10.5
1851944	9606.ENSP00000336923	0.073
1848850	9606.ENSP00000306496	8.9
1848766	9606.ENSP00000305725	0.524
1862253	9606.ENSP00000443459	5.76
1845278	9606.ENSP00000263083	7.33
1856857	9606.ENSP00000367623	38.2
1853021	9606.ENSP00000346148	52.4
1853582	9606.ENSP00000350359	3.77
1842199	9606.ENSP00000029410	0.942
1855723	9606.ENSP00000361707	141
1847099	9606.ENSP00000287996	3.98
1854828	9606.ENSP00000357583	14.1
1855835	9606.ENSP00000362208	78.5
1850062	9606.ENSP00000318629	4.5
1846694	9606.ENSP00000280904	2.09
1846628	9606.ENSP00000279281	4.71
1859549	9606.ENSP00000391266	4607
1864854	9606.ENSP00000472847	3.61
1843363	9606.ENSP00000233710	0.183
1848974	9606.ENSP00000307604	0.377
1857507	9606.ENSP00000371734	2.67
1861786	9606.ENSP00000429301	1152
1846734	9606.ENSP00000281543	0.995
1850443	9606.ENSP00000322373	4.76
1849964	9606.ENSP00000317473	68.1
1858158	9606.ENSP00000377640	2880
1855180	9606.ENSP00000359131	4.03
1856657	9606.ENSP00000366513	0.733
1861067	9606.ENSP00000414208	0.384
1843376	9606.ENSP00000233954	9.95
1852267	9606.ENSP00000339881	1.52
1847187	9606.ENSP00000289779	23.0
1843701	9606.ENSP00000244137	12.6
1852186	9606.ENSP00000339191	162
1857357	9606.ENSP00000370671	2.72
1854301	9606.ENSP00000355114	2.25
1849409	9606.ENSP00000311344	11.0
1844375	9606.ENSP00000255390	73.3
1858536	9606.ENSP00000380982	41.9
1857533	9606.ENSP00000371905	5.76
1851070	9606.ENSP00000328729	5.76
1858188	9606.ENSP00000377892	183
1855510	9606.ENSP00000360642	1.88
1859423	9606.ENSP00000389399	5.24
1850267	9606.ENSP00000320646	12.0
1856636	9606.ENSP00000366395	0.942
1858896	9606.ENSP00000384048	4.35
